Dates,Portolfio,Benchmark ,,,
4/20/2022,115.48,157.5050469,,,
4/21/2022,116.2,158.4532966,,,
4/22/2022,115.8,157.6525417,,,
4/23/2022,114.89,155.7232013,,,
4/24/2022,113.98,154.6470769,,,
4/25/2022,113.07,154.1421474,,,
4/26/2022,113.08,154.7196789,,,
4/27/2022,113.26,152.1223708,,,
4/28/2022,111.41,150.7365683,,,
4/29/2022,111.48,152.3777546,,,
4/30/2022,112.58,154.44364,,,
5/1/2022,112.17,154.8119493,,,
5/2/2022,110.7,152.400375,,,
5/3/2022,110.29,152.1958855,,,
5/4/2022,110.59,152.6174798,,,
5/5/2022,110.28,151.211745,,,
5/6/2022,111.97,153.6012205,,,
5/7/2022,109.11,152.3902492,,,
5/8/2022,105.53,148.4721281,,,
5/9/2022,101.45,143.5891695,,,
5/10/2022,100.45,141.0196647,,,
5/11/2022,94.57,133.5834776,,,
5/12/2022,95.99,134.9018577,,,
5/13/2022,92.28,131.1464406,,,
5/14/2022,98.53,136.6144513,,,
5/15/2022,104.78,141.6856333,,,
5/16/2022,112.1,147.4777187,,,
5/17/2022,114.07,148.5631211,,,
5/18/2022,110.67,145.1814352,,,
5/19/2022,114.27,148.4790484,,,
5/20/2022,105.82,140.8286512,,,
5/21/2022,107.82,142.8045897,,,
5/22/2022,108.89,146.6735572,,,
5/23/2022,110.34,145.9081211,,,
5/24/2022,111.24,147.0724281,,,
5/25/2022,110.42,145.8392775,,,
5/26/2022,110.27,145.0926338,,,
5/27/2022,110.81,144.7457272,,,
5/28/2022,114.13,149.0575859,,,
5/29/2022,120.99,157.1803001,,,
5/30/2022,128.28,161.967129,,,
5/31/2022,128.9,162.1914945,,,
6/1/2022,131.71,163.9500123,,,
6/2/2022,130.91,164.0576971,,,
6/3/2022,127.15,161.1219045,,,
6/4/2022,131.91,166.1393584,,,
6/5/2022,132.2,164.9427386,,,
6/6/2022,132.63,166.5756251,,,
6/7/2022,132.62,165.6820741,,,
6/8/2022,134.33,165.8781311,,,
6/9/2022,133.03,165.5304738,,,
6/10/2022,131.73,164.9621523,,,
6/11/2022,122.88,156.0938306,,,
6/12/2022,113.19,147.1048194,,,
6/13/2022,111.23,144.843921,,,
6/14/2022,104.97,138.7702596,,,
6/15/2022,104.38,139.4650039,,,
6/16/2022,106.08,138.9597944,,,
6/17/2022,102.41,136.1048186,,,
6/18/2022,99.3,131.9877004,,,
6/19/2022,94.35,126.7877428,,,
6/20/2022,96.38,127.7201252,,,
6/21/2022,98.41,130.1331177,,,
6/22/2022,98.79,132.207165,,,
6/23/2022,98.29,131.4353876,,,
6/24/2022,100.26,134.002879,,,
6/25/2022,103.7,136.1799799,,,
6/26/2022,107.54,139.1542921,,,
6/27/2022,106.9,138.7765329,,,
6/28/2022,106.38,137.8696564,,,
6/29/2022,104.89,135.6015535,,,
6/30/2022,104.31,133.6174501,,,
7/1/2022,103.77,134.0403556,,,
7/2/2022,102.9,132.8326581,,,
7/3/2022,102.01,130.8927013,,,
7/4/2022,102.09,131.2312571,,,
7/5/2022,103.35,133.1674585,,,
7/6/2022,104.61,133.0880651,,,
7/7/2022,105.03,132.2976268,,,
7/8/2022,106.82,133.256165,,,
7/9/2022,108.36,135.9904002,,,
7/10/2022,109.94,137.5865047,,,
7/11/2022,109.03,135.5460169,,,
7/12/2022,107.08,133.7016947,,,
7/13/2022,106.18,132.8254269,,,
7/14/2022,107.33,132.8325046,,,
7/15/2022,107.66,132.4350397,,,
7/16/2022,109.1,132.9360169,,,
7/17/2022,111.1,135.3732584,,,
7/18/2022,110.6,135.7934255,,,
7/19/2022,112.7,138.3159504,,,
7/20/2022,114.74,140.1208815,,,
7/21/2022,116.78,141.6675096,,,
7/22/2022,117.17,143.0378981,,,
7/23/2022,116.51,140.8956469,,,
7/24/2022,115.61,138.773008,,,
7/25/2022,115.75,138.8846287,,,
7/26/2022,115.89,137.6289026,,,
7/27/2022,115.14,137.2602539,,,
7/28/2022,118.57,140.791793,,,
7/29/2022,120.04,142.1671112,,,
7/30/2022,122.14,143.4051463,,,
7/31/2022,124.07,144.9419569,,,
8/1/2022,123.66,144.9758116,,,
8/2/2022,123.25,143.7949229,,,
8/3/2022,122.69,142.6380855,,,
8/4/2022,123.55,144.4240652,,,
8/5/2022,123.76,142.9137323,,,
8/6/2022,124.48,142.6996127,,,
8/7/2022,124.81,141.9681273,,,
8/8/2022,125.12,141.9855701,,,
8/9/2022,125.43,143.9847317,,,
8/10/2022,126.33,147.5465748,,,
8/11/2022,127.23,148.3597019,,,
8/12/2022,129.52,148.7518038,,,
8/13/2022,131.81,152.0523471,,,
8/14/2022,134.1,155.9218136,,,
8/15/2022,136.39,157.5165518,,,
8/16/2022,138.68,159.5237092,,,
8/17/2022,138.5,157.6709484,,,
8/18/2022,138.32,158.3041963,,,
8/19/2022,137.11,159.2341553,,,
8/20/2022,135.9,156.6237968,,,
8/21/2022,134.69,155.717373,,,
8/22/2022,131.67,153.5279416,,,
8/23/2022,132.28,153.5441014,,,
8/24/2022,130.74,154.2783231,,,
8/25/2022,130.72,155.6359437,,,
8/26/2022,130.89,156.0482276,,,
8/27/2022,131.06,155.2688091,,,
8/28/2022,131.23,155.8332404,,,
8/29/2022,131.4,158.0544711,,,
8/30/2022,131.57,157.3760951,,,
8/31/2022,131.74,157.3944265,,,
9/1/2022,131.91,157.5529502,,,
9/2/2022,132.08,156.9904001,,,
9/3/2022,132.25,156.7558485,,,
9/4/2022,132.42,156.6758659,,,
9/5/2022,132.59,158.6402328,,,
9/6/2022,132.81,158.3725448,,,
9/7/2022,133.03,157.9791213,,,
9/8/2022,134.69,160.2593658,,,
9/9/2022,134.48,161.0581721,,,
9/10/2022,137.31,164.6698471,,,
9/11/2022,140.48,167.3342795,,,
9/12/2022,140.63,166.4321578,,,
9/13/2022,141.99,168.5867186,,,
9/14/2022,137.81,165.8720408,,,
9/15/2022,138.43,167.6429358,,,
9/16/2022,137.85,166.6683125,,,
9/17/2022,137.24,166.6608865,,,
9/18/2022,137.01,165.6165406,,,
9/19/2022,136.08,164.9748688,,,
9/20/2022,136.77,167.0661458,,,
9/21/2022,135.68,165.4258034,,,
9/22/2022,134.67,164.7267138,,,
9/23/2022,133.66,163.194491,,,
9/24/2022,133.24,163.2148668,,,
9/25/2022,132.38,161.6902254,,,
9/26/2022,132.24,160.9254541,,,
9/27/2022,132.31,159.7826532,,,
9/28/2022,131.93,160.6431503,,,
9/29/2022,133.67,162.5810301,,,
9/30/2022,132.35,161.9742289,,,
10/1/2022,129.83,158.7477938,,,
10/2/2022,127.16,157.1763418,,,
10/3/2022,126.89,156.0719323,,,
10/4/2022,128.07,156.8467483,,,
10/5/2022,130.18,159.6951671,,,
10/6/2022,132.29,162.1414536,,,
10/7/2022,131.56,161.2076579,,,
10/8/2022,131.34,159.1212163,,,
10/9/2022,129.22,154.937564,,,
10/10/2022,129.27,155.5429778,,,
10/11/2022,128.28,153.980587,,,
10/12/2022,127.29,152.7660995,,,
10/13/2022,127.6,152.7181542,,,
10/14/2022,128.71,155.6164698,,,
10/15/2022,129.82,155.7456899,,,
10/16/2022,126.93,153.2244776,,,
10/17/2022,124.04,149.0820345,,,
10/18/2022,124.72,149.51138,,,
10/19/2022,126,151.769987,,,
10/20/2022,127.28,151.1152815,,,
10/21/2022,125.67,150.0773626,,,
10/22/2022,129.28,154.2140178,,,
10/23/2022,132.89,158.8562806,,,
10/24/2022,133.99,158.8775789,,,
10/25/2022,133.83,158.2837383,,,
10/26/2022,135.46,158.6140479,,,
10/27/2022,136.15,160.3943448,,,
10/28/2022,136.84,161.5650412,,,
10/29/2022,133.18,158.7344753,,,
10/30/2022,134.28,161.0532531,,,
10/31/2022,135.63,161.6921751,,,
11/1/2022,134.74,160.4808914,,,
11/2/2022,133.4,161.0700755,,,
11/3/2022,128.31,156.5360646,,,
11/4/2022,126.03,152.9384753,,,
11/5/2022,126.61,154.6536121,,,
11/6/2022,127.24,153.6971227,,,
11/7/2022,125.96,153.0404438,,,
11/8/2022,124.68,149.959508,,,
11/9/2022,123.37,148.8091709,,,
11/10/2022,116.51,142.527594,,,
11/11/2022,109.65,136.4271547,,,
11/12/2022,122.87,151.2742814,,,
11/13/2022,136.09,163.7650555,,,
11/14/2022,150.97,178.3660865,,,
11/15/2022,151.2,178.4523428,,,
11/16/2022,153.24,179.2077285,,,
11/17/2022,151.06,177.1723865,,,
11/18/2022,149.32,174.4716485,,,
11/19/2022,147.54,171.6960125,,,
11/20/2022,145.75,170.2747137,,,
11/21/2022,145.17,169.457108,,,
11/22/2022,144.15,167.2397423,,,
11/23/2022,145.01,165.3900557,,,
11/24/2022,146.06,165.5755778,,,
11/25/2022,146.02,165.398507,,,
11/26/2022,145.61,163.851317,,,
11/27/2022,145.27,161.8369191,,,
11/28/2022,145.2,160.9620307,,,
11/29/2022,144.21,160.7402555,,,
11/30/2022,144.56,161.3528612,,,
12/1/2022,144.91,161.2429908,,,
12/2/2022,147.65,163.2693403,,,
12/3/2022,147.79,164.6240908,,,
12/4/2022,148.16,163.9785532,,,
12/5/2022,148.41,163.2775163,,,
12/6/2022,147.78,160.7025723,,,
12/7/2022,147.17,158.5881565,,,
12/8/2022,146.56,157.9762276,,,
12/9/2022,145.96,157.9138184,,,
12/10/2022,146.58,157.6072744,,,
12/11/2022,147.39,158.3449659,,,
12/12/2022,147.3,159.0574105,,,
12/13/2022,147.21,159.8350562,,,
12/14/2022,148.21,160.8703829,,,
12/15/2022,148,160.1758913,,,
12/16/2022,145.59,158.0275251,,,
12/17/2022,141.99,155.2940091,,,
12/18/2022,138.66,150.9070214,,,
12/19/2022,135.33,148.6684694,,,
12/20/2022,135.39,148.3343958,,,
12/21/2022,135.83,148.3281944,,,
12/22/2022,136.41,147.6797687,,,
12/23/2022,135.5,146.8766525,,,
12/24/2022,134.59,146.5927864,,,
12/25/2022,133.69,146.2770493,,,
12/26/2022,133.66,147.7292365,,,
12/27/2022,133.75,147.9639134,,,
12/28/2022,132.95,148.7321154,,,
12/29/2022,132.15,145.2887348,,,
12/30/2022,133.4,147.2626576,,,
12/31/2022,134.67,148.8074455,,,
1/1/2023,135.94,148.7698631,,,
1/2/2023,137.21,148.6436594,,,
1/3/2023,137.65,149.0354893,,,
1/4/2023,137.68,148.2997681,,,
1/5/2023,139.03,150.0280889,,,
1/6/2023,138.75,148.5407731,,,
1/7/2023,139.25,149.1258513,,,
1/8/2023,139.78,150.0482769,,,
1/9/2023,140.16,149.6757379,,,
1/10/2023,140.54,150.2027588,,,
1/11/2023,140.92,150.197761,,,
1/12/2023,141.3,150.9403122,,,
1/13/2023,142.26,152.202573,,,
1/14/2023,144.84,153.9723336,,,
1/15/2023,148.6,158.7812047,,,
1/16/2023,148.59,157.9599087,,,
1/17/2023,148.9,156.6654801,,,
1/18/2023,148.65,157.5402052,,,
1/19/2023,147.77,156.7433836,,,
1/20/2023,147.54,156.2055611,,,
1/21/2023,147.31,155.2133505,,,
1/22/2023,150.33,159.7145475,,,
1/23/2023,150.32,159.8737288,,,
1/24/2023,151.41,162.0894803,,,
1/25/2023,151.1,161.290679,,,
1/26/2023,150.79,159.9996029,,,
1/27/2023,151.53,159.9015086,,,
1/28/2023,151.9,159.220137,,,
1/29/2023,152.21,158.8671032,,,
1/30/2023,153.07,160.7027897,,,
1/31/2023,151.42,159.3469787,,,
2/1/2023,149.77,155.8234427,,,
2/2/2023,151.1,156.3332878,,,
2/3/2023,152.19,158.5336092,,,
2/4/2023,152.86,158.341779,,,
2/5/2023,153.41,159.6908373,,,
2/6/2023,152.99,161.353272,,,
2/7/2023,152.34,161.1453416,,,
2/8/2023,153.44,161.9653079,,,
2/9/2023,154.54,162.7582113,,,
2/10/2023,153.85,162.9930411,,,
2/11/2023,152.15,161.1274684,,,
2/12/2023,149.61,158.1440545,,,
2/13/2023,147.34,156.1899402,,,
2/14/2023,145.07,153.9403547,,,
2/15/2023,145.07,154.2658449,,,
2/16/2023,145.07,154.3421225,,,
2/17/2023,145.07,155.1328414,,,
2/18/2023,144.04,155.9483703,,,
2/19/2023,143.1,155.0148301,,,
2/20/2023,142.16,155.5295459,,,
2/21/2023,141.79,156.1000573,,,
2/22/2023,140.47,154.6765378,,,
2/23/2023,140.2,153.0666899,,,
2/24/2023,139.93,152.8874458,,,
2/25/2023,137.77,149.3132029,,,
2/26/2023,135.57,148.51358,,,
2/27/2023,136.02,148.8524871,,,
2/28/2023,136.26,149.7265756,,,
3/1/2023,136.5,149.8782387,,,
3/2/2023,136.33,150.9637935,,,
3/3/2023,136.35,149.6385246,,,
3/4/2023,136.84,149.7671929,,,
3/5/2023,137.27,150.0764897,,,
3/6/2023,137.34,149.9006227,,,
3/7/2023,137.41,151.7198621,,,
3/8/2023,137.18,151.3433266,,,
3/9/2023,136.88,152.4099721,,,
3/10/2023,134.44,150.4545876,,,
3/11/2023,132,148.5834952,,,
3/12/2023,128.71,145.0958312,,,
3/13/2023,125.76,143.9673492,,,
3/14/2023,126.84,145.8727704,,,
3/15/2023,125.56,142.552991,,,
3/16/2023,124.28,140.4654523,,,
3/17/2023,124.78,141.5159332,,,
3/18/2023,125.28,141.747259,,,
3/19/2023,127.11,143.515369,,,
3/20/2023,128.94,144.804994,,,
3/21/2023,128.67,146.208268,,,
3/22/2023,129.69,145.521175,,,
3/23/2023,127.95,145.543714,,,
3/24/2023,130.08,146.9831391,,,
3/25/2023,132.21,150.0985016,,,
3/26/2023,133.52,151.7590069,,,
3/27/2023,134.82,153.8463065,,,
3/28/2023,135.37,154.9718371,,,
3/29/2023,134.25,153.307043,,,
3/30/2023,136.13,155.0556705,,,
3/31/2023,136.49,154.5639328,,,
4/1/2023,136.85,155.0052407,,,
4/2/2023,138.27,155.8401045,,,
4/3/2023,139.69,159.170139,,,
4/4/2023,139.42,158.9201364,,,
4/5/2023,139.78,158.1430866,,,
4/6/2023,139.32,158.993661,,,
4/7/2023,138.86,159.3343656,,,
4/8/2023,138.66,158.1884296,,,
4/9/2023,138.47,155.9567309,,,
4/10/2023,138.85,158.084497,,,
4/11/2023,139.23,158.7399168,,,
4/12/2023,140.41,159.9545346,,,
4/13/2023,139.73,159.511143,,,
4/14/2023,141.33,162.5252308,,,
4/15/2023,142.93,166.0135233,,,
4/16/2023,144.23,168.1143738,,,
4/17/2023,144.41,167.4962049,,,
4/18/2023,143.4,165.6311061,,,
4/19/2023,144.42,166.3568698,,,
4/20/2023,142.17,164.4201721,,,
4/21/2023,140.86,161.9182714,,,
4/22/2023,138.8,158.3050613,,,
4/23/2023,137.44,158.0006132,,,
4/24/2023,136.08,157.2104771,,,
4/25/2023,136,158.0893508,,,
4/26/2023,135.84,159.0332518,,,
4/27/2023,135.88,160.7623339,,,
4/28/2023,137.71,161.5836045,,,
4/29/2023,139.79,163.6154878,,,
4/30/2023,141.75,165.5427177,,,
5/1/2023,143.71,169.8768826,,,
5/2/2023,143.81,170.6912993,,,
5/3/2023,142.29,170.9883765,,,
5/4/2023,142.13,170.2334901,,,
5/5/2023,142.53,170.8052581,,,
5/6/2023,142.67,170.2195102,,,
5/7/2023,144.67,172.9596332,,,
5/8/2023,144.23,171.9621049,,,
5/9/2023,143.79,171.0760885,,,
5/10/2023,143.33,169.8529087,,,
5/11/2023,143.15,169.8494108,,,
5/12/2023,143.62,171.0674018,,,
5/13/2023,143.25,171.8462213,,,
5/14/2023,142.49,171.8120955,,,
5/15/2023,142.59,171.9110623,,,
5/16/2023,142.69,172.423181,,,
5/17/2023,142.79,171.0934154,,,
5/18/2023,142.89,173.1556665,,,
5/19/2023,143.38,171.7586401,,,
5/20/2023,144.2,173.6388902,,,
5/21/2023,144.85,173.9606199,,,
5/22/2023,144.59,172.9557014,,,
5/23/2023,144.62,173.956718,,,
5/24/2023,144.65,173.9227385,,,
5/25/2023,144.17,172.690038,,,
5/26/2023,143.52,170.7346129,,,
5/27/2023,144.76,172.0294012,,,
5/28/2023,146,173.0740699,,,
5/29/2023,147.35,173.8845739,,,
5/30/2023,148.18,176.3952747,,,
5/31/2023,147.99,175.5958304,,,
6/1/2023,148.61,176.1728611,,,
6/2/2023,147.95,176.2745818,,,
6/3/2023,147.29,176.0048383,,,
6/4/2023,148.31,178.0166068,,,
6/5/2023,149.21,179.5393461,,,
6/6/2023,149.26,180.5558833,,,
6/7/2023,150.54,181.6682214,,,
6/8/2023,151.82,181.3208295,,,
6/9/2023,152.81,182.9069792,,,
6/10/2023,153.8,183.4714251,,,
6/11/2023,154.46,182.9386804,,,
6/12/2023,154.5,182.5830803,,,
6/13/2023,155.52,183.8044313,,,
6/14/2023,156.29,184.5429465,,,
6/15/2023,156.09,185.3200929,,,
6/16/2023,155.89,185.8178879,,,
6/17/2023,156.95,186.6466127,,,
6/18/2023,158.16,187.7458296,,,
6/19/2023,159.37,188.3763725,,,
6/20/2023,159.65,189.3858186,,,
6/21/2023,160.28,189.1071401,,,
6/22/2023,161.02,190.6922866,,,
6/23/2023,160.68,186.7615832,,,
6/24/2023,161.02,186.3991278,,,
6/25/2023,161.17,187.8651531,,,
6/26/2023,161.11,188.7237973,,,
6/27/2023,160.71,187.1938404,,,
6/28/2023,161.91,188.0419249,,,
6/29/2023,161.9,189.2576194,,,
6/30/2023,162.2,189.8567966,,,
7/1/2023,162.5,189.5670707,,,
7/2/2023,162.8,190.9211621,,,
7/3/2023,164,192.9453877,,,
7/4/2023,164.02,192.6317891,,,
7/5/2023,165.03,194.2366995,,,
7/6/2023,164.69,194.1694451,,,
7/7/2023,164.33,193.223872,,,
7/8/2023,162.52,192.8840993,,,
7/9/2023,161.29,191.6302595,,,
7/10/2023,160.01,189.6075664,,,
7/11/2023,159.91,189.1896573,,,
7/12/2023,160.49,190.9993064,,,
7/13/2023,161.38,190.6562304,,,
7/14/2023,161.76,189.9140039,,,
7/15/2023,163.3,192.3136804,,,
7/16/2023,163.24,190.85381,,,
7/17/2023,163.13,192.5626624,,,
7/18/2023,163.63,191.3711511,,,
7/19/2023,164.13,191.0219736,,,
7/20/2023,164.27,192.1851745,,,
7/21/2023,164.41,192.366462,,,
7/22/2023,163.67,192.2482739,,,
7/23/2023,163.05,191.3639206,,,
7/24/2023,162.32,190.7611772,,,
7/25/2023,162.55,189.5273984,,,
7/26/2023,162.03,189.1352514,,,
7/27/2023,162.15,190.031492,,,
7/28/2023,162.12,191.044807,,,
7/29/2023,161.47,190.309337,,,
7/30/2023,162.13,191.4671864,,,
7/31/2023,162.82,191.1984499,,,
8/1/2023,162.76,191.4367461,,,
8/2/2023,162.7,190.5853185,,,
8/3/2023,161.24,189.6783933,,,
8/4/2023,159.78,189.0494951,,,
8/5/2023,159.55,188.3070665,,,
8/6/2023,158.98,187.3164395,,,
8/7/2023,158.98,187.0577696,,,
8/8/2023,158.98,186.7693984,,,
8/9/2023,159.37,186.8533245,,,
8/10/2023,158.29,186.802606,,,
8/11/2023,158.13,185.3115138,,,
8/12/2023,157.51,183.898072,,,
8/13/2023,156.89,182.8933861,,,
8/14/2023,156.28,182.2658521,,,
8/15/2023,156.17,182.4164472,,,
8/16/2023,156.6,182.4543743,,,
8/17/2023,155.41,183.2195269,,,
8/18/2023,153.24,181.6315526,,,
8/19/2023,150.32,177.6457816,,,
8/20/2023,147.41,174.4585117,,,
8/21/2023,147.48,174.6183929,,,
8/22/2023,147.74,174.8553441,,,
8/23/2023,148,174.6306565,,,
8/24/2023,147.57,174.4693359,,,
8/25/2023,148.6,177.2575583,,,
8/26/2023,147.46,175.0842154,,,
8/27/2023,146.22,172.0601989,,,
8/28/2023,144.89,170.7103063,,,
8/29/2023,144.97,170.69805,,,
8/30/2023,145.3,171.2074958,,,
8/31/2023,147.73,173.4045876,,,
9/1/2023,148.08,174.1056038,,,
9/2/2023,146.94,174.3491769,,,
9/3/2023,145.8,172.4747256,,,
9/4/2023,144.61,171.3810309,,,
9/5/2023,144.69,171.5426314,,,
9/6/2023,143.96,171.9312589,,,
9/7/2023,143.23,169.6403453,,,
9/8/2023,142.6,168.8003148,,,
9/9/2023,142.32,169.17769,,,
9/10/2023,141.47,168.8502674,,,
9/11/2023,140.58,168.8378955,,,
9/12/2023,140.5,168.0112039,,,
9/13/2023,140.8,170.5200202,,,
9/14/2023,141.03,170.5232398,,,
9/15/2023,141.26,172.3278655,,,
9/16/2023,141.81,173.4397119,,,
9/17/2023,141.4,171.8908823,,,
9/18/2023,140.94,173.1973233,,,
9/19/2023,140.91,173.5657777,,,
9/20/2023,140.75,173.6729268,,,
9/21/2023,141.08,175.1186714,,,
9/22/2023,139.89,173.485685,,,
9/23/2023,137.38,170.9872442,,,
9/24/2023,134.63,168.0269738,,,
9/25/2023,131.83,167.9685184,,,
9/26/2023,131.51,168.478374,,,
9/27/2023,132.07,168.9299762,,,
9/28/2023,132.82,170.2473125,,,
9/29/2023,133.57,170.1008983,,,
9/30/2023,135.34,171.5928103,,,
10/1/2023,136.82,173.2009035,,,
10/2/2023,138.3,175.6065885,,,
10/3/2023,139.21,177.4347612,,,
10/4/2023,137.91,176.7771851,,,
10/5/2023,135.91,173.9157685,,,
10/6/2023,137.03,174.7921188,,,
10/7/2023,136.61,176.2560321,,,
10/8/2023,136.19,176.8122129,,,
10/9/2023,137.7,177.7218512,,,
10/10/2023,137.54,177.2751407,,,
10/11/2023,137.12,175.5529026,,,
10/12/2023,137.97,175.45567,,,
10/13/2023,137.96,176.6888105,,,
10/14/2023,136.88,173.3440136,,,
10/15/2023,134.61,170.8547543,,,
10/16/2023,134.9,172.7762603,,,
10/17/2023,135.19,173.2088169,,,
10/18/2023,137.2,175.2239754,,,
10/19/2023,137.22,175.7729613,,,
10/20/2023,135.64,173.712537,,,
10/21/2023,134.98,172.8127956,,,
10/22/2023,133.9,171.9449132,,,
10/23/2023,132.99,170.6359165,,,
10/24/2023,133.09,172.2772882,,,
10/25/2023,135.75,175.8268357,,,
10/26/2023,137.55,177.4490706,,,
10/27/2023,136.46,176.7452569,,,
10/28/2023,134.99,175.7054127,,,
10/29/2023,132.93,172.9779946,,,
10/30/2023,130.99,171.4008653,,,
10/31/2023,131.22,171.0734915,,,
11/1/2023,131.78,171.2885634,,,
11/2/2023,132.34,172.7146694,,,
11/3/2023,132.05,173.3846408,,,
11/4/2023,133.62,175.1507435,,,
11/5/2023,135.61,178.8162707,,,
11/6/2023,137.85,179.3336631,,,
11/7/2023,137.82,178.8573095,,,
11/8/2023,137.12,177.0619855,,,
11/9/2023,137.74,177.9363441,,,
11/10/2023,137.25,177.4221575,,,
11/11/2023,138.18,179.2928691,,,
11/12/2023,140.08,181.8237381,,,
11/13/2023,141.77,181.7274273,,,
11/14/2023,141.74,181.6142789,,,
11/15/2023,141.27,181.0637633,,,
11/16/2023,142.39,183.8095205,,,
11/17/2023,143.51,187.1244578,,,
11/18/2023,141.82,184.0101965,,,
11/19/2023,140.82,182.7389166,,,
11/20/2023,139.74,181.5896269,,,
11/21/2023,140.36,181.1086549,,,
11/22/2023,141.53,182.2436155,,,
11/23/2023,139.4,180.6846866,,,
11/24/2023,141.2,181.2195267,,,
11/25/2023,141.13,181.8562403,,,
11/26/2023,141.54,182.438246,,,
11/27/2023,141.95,184.1249005,,,
11/28/2023,141.65,182.4237174,,,
11/29/2023,141.66,183.9092244,,,
11/30/2023,141.67,185.2239491,,,
12/1/2023,141.7,185.7967663,,,
12/2/2023,141.73,185.7622915,,,
12/3/2023,141.76,187.0298113,,,
12/4/2023,141.79,188.6699439,,,
