Dates,Portolfio,Benchmark 
2/28/2021,87.67650759,127.7718738
3/1/2021,86.35577459,130.1970634
3/2/2021,86.36284209,129.4172261
3/3/2021,85.27827127,128.0901957
3/4/2021,84.63331246,126.8549865
3/5/2021,84.82806881,128.6959075
3/6/2021,84.82806881,128.6959075
3/7/2021,84.82806881,128.6959075
3/8/2021,84.05059242,128.1966535
3/9/2021,85.43635543,129.6269551
3/10/2021,85.63671295,130.2467311
3/11/2021,84.91540691,131.2639101
3/12/2021,82.79324415,131.3981684
3/13/2021,82.79324415,131.3981684
3/14/2021,82.79324415,131.3981684
3/15/2021,83.38122873,131.9903471
3/16/2021,82.97934687,131.8681656
3/17/2021,82.23102259,132.207356
3/18/2021,81.21841245,130.7498886
3/19/2021,81.83817628,130.5699313
3/20/2021,81.83817628,130.5699313
3/21/2021,81.83817628,130.5699313
3/22/2021,82.95879999,131.3642975
3/23/2021,83.86149338,130.5761918
3/24/2021,84.39969861,130.0691495
3/25/2021,83.61113803,130.6354009
3/26/2021,83.26112757,132.2457613
3/27/2021,83.26112757,132.2457613
3/28/2021,83.26112757,132.2457613
3/29/2021,82.41231809,132.1958888
3/30/2021,82.93632434,131.9297691
3/31/2021,82.3783853,132.3355727
4/1/2021,84.03807773,133.4151873
4/2/2021,84.03807773,133.4151873
4/3/2021,84.03807773,133.4151873
4/4/2021,84.03807773,133.4151873
4/5/2021,83.60174427,134.8502533
4/6/2021,84.28102557,134.7908549
4/7/2021,83.58454493,134.9043193
4/8/2021,84.41009178,135.3792505
4/9/2021,84.04781273,136.1097656
4/10/2021,84.04781273,136.1097656
4/11/2021,84.04781273,136.1097656
4/12/2021,84.00414409,136.1417605
4/13/2021,84.75352665,136.4402839
4/14/2021,84.43578191,136.1001297
4/15/2021,86.10920585,137.1720726
4/16/2021,85.33256833,137.5097678
4/17/2021,85.33256833,137.5097678
4/18/2021,85.33256833,137.5097678
4/19/2021,85.04533109,137.0154472
4/20/2021,85.50625647,136.2861374
4/21/2021,85.70694339,137.2284287
4/22/2021,86.14337256,136.3160296
4/23/2021,85.90830027,137.4018291
4/24/2021,85.90830027,137.4018291
4/25/2021,85.90830027,137.4018291
4/26/2021,85.76554254,137.6071787
4/27/2021,84.8932299,137.5861603
4/28/2021,84.95812285,137.5598819
4/29/2021,84.66261114,138.1959875
4/30/2021,84.89395564,137.5377834
5/1/2021,84.89395564,137.5377834
5/2/2021,84.89395564,137.5377834
5/3/2021,84.95388399,137.75338
5/4/2021,85.63250199,137.1394646
5/5/2021,85.79744876,137.1711419
5/6/2021,85.96207642,137.9681018
5/7/2021,85.46893407,138.6959267
5/8/2021,85.46893407,138.6959267
5/9/2021,85.46893407,138.6959267
5/10/2021,84.45625727,137.7082467
5/11/2021,83.8902273,136.8157177
5/12/2021,82.83944789,134.6914395
5/13/2021,82.99436597,135.8875859
5/14/2021,83.92948098,137.4279399
5/15/2021,83.92948098,137.4279399
5/16/2021,83.92948098,137.4279399
5/17/2021,83.7179289,137.1698414
5/18/2021,83.46207613,136.3090472
5/19/2021,83.22017545,136.048034
5/20/2021,84.04305379,137.1215226
5/21/2021,84.36366379,137.0422623
5/22/2021,84.36366379,137.0422623
5/23/2021,84.36366379,137.0422623
5/24/2021,84.73410741,138.0628864
5/25/2021,85.6604622,137.8377908
5/26/2021,85.48837479,138.0371612
5/27/2021,85.08613864,138.0895227
5/28/2021,84.92743441,138.2674587
5/29/2021,84.92743441,138.2674587
5/30/2021,84.92743441,138.2674587
5/31/2021,84.92743441,138.2674587
6/1/2021,84.90502928,138.1786487
6/2/2021,85.13655912,138.3355115
6/3/2021,84.76116542,137.9648511
6/4/2021,86.13063679,138.8818496
6/5/2021,86.13063679,138.8818496
6/6/2021,86.13063679,138.8818496
6/7/2021,85.82328633,138.7831944
6/8/2021,86.52598851,138.8039845
6/9/2021,87.4088204,138.6584846
6/10/2021,88.00872615,139.1216403
6/11/2021,87.84738137,139.2874004
6/12/2021,87.84738137,139.2874004
6/13/2021,87.84738137,139.2874004
6/14/2021,87.08145044,139.509772
6/15/2021,86.96101916,139.3291735
6/16/2021,86.87599265,138.7708897
6/17/2021,88.37318514,138.7345015
6/18/2021,90.25376702,137.3876476
6/19/2021,90.25376702,137.3876476
6/20/2021,90.25376702,137.3876476
6/21/2021,88.57941411,138.8161437
6/22/2021,88.82369152,139.3514311
6/23/2021,88.56610707,139.2325374
6/24/2021,88.72667524,139.8225384
6/25/2021,87.68832482,140.1775497
6/26/2021,87.68832482,140.1775497
6/27/2021,87.68832482,140.1775497
6/28/2021,88.71639153,140.3826253
6/29/2021,88.88370124,140.4337893
6/30/2021,89.32905009,140.5207236
7/1/2021,89.3345949,141.0725323
7/2/2021,89.93802562,141.8347274
7/3/2021,89.93802562,141.8347274
7/4/2021,89.93802562,141.8347274
7/5/2021,89.93802562,141.8347274
7/6/2021,91.11015883,141.6531843
7/7/2021,91.9960405,142.0068268
7/8/2021,92.38785862,141.1912811
7/9/2021,90.98156226,142.2622384
7/10/2021,90.98156226,142.2622384
7/11/2021,90.98156226,142.2622384
7/12/2021,90.85191367,142.6187894
7/13/2021,90.08656375,142.2785172
7/14/2021,91.22277074,142.4291498
7/15/2021,92.32578382,142.0832158
7/16/2021,92.13721652,141.3034201
7/17/2021,92.13721652,141.3034201
7/18/2021,92.13721652,141.3034201
7/19/2021,94.33007604,139.82284
7/20/2021,93.36614006,141.2587638
7/21/2021,92.09945253,142.0655019
7/22/2021,93.04474932,142.2768971
7/23/2021,92.37585552,143.3065304
7/24/2021,92.37585552,143.3065304
7/25/2021,92.37585552,143.3065304
7/26/2021,92.07956656,143.5501297
7/27/2021,93.14667613,143.093871
7/28/2021,93.15335628,143.0540145
7/29/2021,92.59874113,143.4676908
7/30/2021,93.0691305,142.981266
7/31/2021,93.0691305,142.981266
8/1/2021,93.0691305,142.981266
8/2/2021,93.96105807,142.7717792
8/3/2021,94.01413292,143.5864941
8/4/2021,94.21978517,143.0956661
8/5/2021,93.71006831,143.7284198
8/6/2021,92.03995025,143.8918023
